CUSTOMER_ID,AGE,OCCUPATION,GENDER,FAMILY_SIZE,DURATION_OF_STAY
200025,53.0,Salaried,Female,2,11.0
200662,20.0,Small Business,Female,2,8.0
204327,43.0,Large Business,Female,3,35.0
201581,34.0,Salaried,Male,3,13.0
204680,51.0,Small Business,Male,4,9.0
204729,22.0,Large Business,Female,4,7.0
200331,27.0,Small Business,Male,3,6.0
202103,36.0,Salaried,Male,3,14.0
202388,51.0,Salaried,Male,3,34.0
203949,44.0,Small Business,Female,4,9.0
204045,51.0,Small Business,Fe Male,4,19.0
203236,34.0,Small Business,Female,3,36.0
201915,55.0,Salaried,Female,2,24.0
203067,31.0,Salaried,Male,4,12.0
203686,41.0,Small Business,Male,3,14.0
201759,28.0,Salaried,Female,3,14.0
202606,29.0,Small Business,Male,3,28.0
202346,20.0,Small Business,Male,2,27.0
202725,43.0,Salaried,Male,3,7.0
200049,35.0,Salaried,Male,2,14.0
204736,35.0,Salaried,Male,4,9.0
203665,46.0,Salaried,Male,4,7.0
204589,32.0,Salaried,Male,3,14.0
202167,29.0,Large Business,Female,2,26.0
200370,21.0,Salaried,Female,2,18.0
204823,20.0,Salaried,Male,4,12.0
202385,21.0,Small Business,Female,3,24.0
202959,36.0,Salaried,Male,3,10.0
203195,51.0,Salaried,Female,4,7.0
203814,48.0,Large Business,Male,4,21.0
200867,50.0,Small Business,Female,1,8.0
204693,52.0,Salaried,Male,3,11.0
200098,58.0,Small Business,Male,2,16.0
204242,34.0,Small Business,Male,3,17.0
204642,55.0,Large Business,Female,3,24.0
204728,41.0,Small Business,Male,3,21.0
202126,32.0,Salaried,Male,2,31.0
200969,48.0,Salaried,Male,2,10.0
200757,34.0,Small Business,Male,3,6.0
200787,55.0,Salaried,Male,3,8.0
203929,30.0,Salaried,Female,3,28.0
200120,30.0,Salaried,Male,3,29.0
202634,53.0,Salaried,Male,4,7.0
204318,29.0,Small Business,Male,4,24.0
201577,25.0,Small Business,Male,2,11.0
200179,38.0,Salaried,Female,3,15.0
203571,24.0,Large Business,Male,3,17.0
203272,19.0,Small Business,Male,4,15.0
201307,37.62226512226512,Small Business,Female,3,6.0
201838,40.0,Small Business,Male,3,28.0
202378,33.0,Small Business,Male,2,31.0
200830,41.0,Salaried,Male,2,
200828,18.0,Small Business,Male,3,14.0
201938,52.0,Large Business,Male,3,12.0
203072,38.0,Small Business,Male,4,23.0
202819,50.0,Salaried,Male,3,14.0
204279,47.0,Small Business,Female,2,14.0
203953,34.0,Salaried,Female,3,7.0
203106,21.0,Small Business,Female,3,9.0
204505,34.0,Small Business,Fe Male,4,23.0
202403,28.0,Large Business,Male,3,7.0
203418,28.0,Salaried,Male,3,9.0
201620,40.0,Small Business,Female,2,32.0
204465,40.0,Salaried,Female,3,10.0
204411,45.0,Salaried,Male,3,10.0
200518,37.62226512226512,Small Business,Female,2,13.0
202484,36.0,Salaried,Male,4,11.0
203954,36.0,Salaried,Male,4,11.0
200211,30.0,Salaried,Male,2,6.0
201294,41.0,Salaried,Male,2,11.0
203353,20.0,Salaried,Female,3,32.0
204281,51.0,Large Business,Male,4,17.0
200306,32.0,Salaried,Male,3,13.0
202412,36.0,Small Business,Male,2,16.0
204305,41.0,Small Business,Female,4,9.0
202186,41.0,Small Business,Male,3,15.0
204324,31.0,Salaried,Fe Male,3,9.0
203278,35.0,Salaried,Female,4,16.0
203746,36.0,Small Business,Male,4,30.0
201980,54.0,Small Business,Male,2,25.0
201945,26.0,Small Business,Male,3,34.0
204819,30.0,Large Business,Female,3,14.0
203150,41.0,Salaried,Female,4,31.0
201432,37.0,Salaried,Female,2,16.0
203088,32.0,Salaried,Male,3,18.0
203965,29.0,Large Business,Male,3,12.0
204314,40.0,Salaried,Male,3,7.0
200417,40.0,Salaried,Female,3,8.0
201321,47.0,Salaried,Female,3,15.0
201842,35.0,Salaried,Male,3,15.0
204832,52.0,Salaried,Male,4,35.0
202924,31.0,Salaried,Male,4,19.0
201065,37.62226512226512,Salaried,Male,1,10.0
202957,21.0,Small Business,Male,3,
203755,19.0,Small Business,Female,3,21.0
201194,47.0,Salaried,Female,2,8.0
201545,31.0,Salaried,Female,3,
202640,36.0,Small Business,Female,3,9.0
202731,39.0,Salaried,Male,3,30.0
204620,41.0,Salaried,Female,4,31.0
202779,41.0,Small Business,Male,3,7.0
201163,37.62226512226512,Small Business,Female,3,16.0
202798,31.0,Large Business,Female,3,32.0
200126,58.0,Small Business,Female,3,29.0
202962,39.0,Small Business,Female,3,14.0
204610,46.0,Salaried,Male,3,11.0
202227,34.0,Small Business,Male,3,6.0
203787,30.0,Salaried,Male,3,14.0
202421,41.0,Salaried,Male,2,15.0
201107,38.0,Salaried,Male,3,16.0
200415,34.0,Small Business,Female,2,12.0
203935,37.0,Salaried,Male,3,16.0
200311,45.0,Salaried,Male,3,13.0
203179,49.0,Salaried,Male,4,13.0
204584,28.0,Salaried,Female,4,11.0
201408,23.0,Salaried,Male,3,18.0
203973,38.0,Salaried,Male,3,7.0
200838,42.0,Salaried,Male,2,18.0
200948,30.0,Small Business,Female,3,23.0
202639,38.0,Salaried,Male,4,28.0
202429,40.0,Small Business,Male,2,
203258,41.0,Small Business,Male,3,21.0
204613,53.0,Salaried,Male,4,7.0
200626,32.0,Small Business,Female,3,14.0
201912,36.0,Small Business,Male,2,16.0
203319,45.0,Salaried,Male,3,36.0
201896,30.0,Small Business,Female,2,8.0
203799,37.0,Small Business,Male,3,24.0
202128,44.0,Salaried,Male,3,15.0
202944,33.0,Salaried,Female,4,16.0
202008,41.0,Salaried,Male,2,6.0
201377,49.0,Salaried,Male,2,8.0
204501,53.0,Salaried,Female,3,18.0
204521,50.0,Small Business,Female,3,18.0
202901,19.0,Small Business,Male,4,12.0
202775,28.0,Small Business,Male,4,7.0
202768,31.0,Small Business,Female,4,35.0
200661,43.0,Salaried,Female,2,
202575,51.0,Small Business,Fe Male,4,19.0
203322,43.0,Small Business,Male,4,9.0
203177,27.0,Small Business,Male,3,9.0
203845,56.0,Salaried,Male,4,33.0
203524,47.0,Salaried,Female,3,10.0
204264,43.0,Large Business,Male,3,9.0
200613,37.62226512226512,Salaried,Male,2,9.0
201786,49.0,Large Business,Female,2,6.0
204143,30.0,Small Business,Male,3,25.0
204585,35.0,Salaried,Male,3,17.0
202760,50.0,Large Business,Female,3,7.0
201279,44.0,Small Business,Male,2,6.0
202513,37.0,Small Business,Male,4,16.0
203334,55.0,Salaried,Female,3,7.0
201036,37.62226512226512,Salaried,Male,3,8.0
200615,27.0,Small Business,Male,2,9.0
200798,33.0,Small Business,Male,2,31.0
201810,37.0,Small Business,Male,3,11.0
203205,37.0,Salaried,Male,3,22.0
204795,33.0,Salaried,Fe Male,3,9.0
202968,35.0,Small Business,Fe Male,3,16.0
202448,28.0,Small Business,Male,3,9.0
202939,28.0,Small Business,Male,3,9.0
202495,29.0,Large Business,Male,3,12.0
200760,53.0,Small Business,Female,2,8.0
201077,29.0,Large Business,Male,3,6.0
201982,27.0,Small Business,Male,2,9.0
204655,43.0,Small Business,Male,3,12.0
202715,48.0,Salaried,Male,3,36.0
204436,38.0,Salaried,Male,4,17.0
201079,39.0,Salaried,Female,2,12.0
204097,51.0,Small Business,Male,3,7.0
202051,37.62226512226512,Salaried,Male,2,6.0
204101,56.0,Small Business,Male,4,21.0
201024,47.0,Small Business,Female,2,8.0
202171,53.0,Small Business,Male,2,8.0
203002,33.0,Salaried,Male,4,31.0
203932,54.0,Salaried,Female,4,9.0
203438,53.0,Small Business,Female,3,35.0
200846,35.0,Salaried,Male,2,8.0
202820,52.0,Salaried,Female,3,21.0
201000,52.0,Salaried,Female,2,14.0
200986,39.0,Salaried,Male,2,27.0
202673,30.0,Small Business,Male,3,25.0
202432,51.0,Salaried,Male,2,33.0
202996,57.0,Small Business,Male,3,16.0
203955,28.0,Salaried,Female,3,9.0
204130,31.0,Small Business,Fe Male,3,33.0
202890,42.0,Salaried,Male,3,17.0
201656,40.0,Small Business,Female,2,10.0
201655,33.0,Small Business,Female,3,20.0
204758,31.0,Small Business,Male,4,17.0
200220,36.0,Salaried,Male,3,11.0
203721,47.0,Small Business,Male,3,9.0
201345,35.0,Salaried,Female,2,
204338,58.0,Small Business,Male,3,36.0
201094,40.0,Small Business,Male,2,15.0
201088,42.0,Small Business,Male,3,
204133,55.0,Small Business,Female,3,10.0
202151,38.0,Large Business,Female,3,6.0
202522,38.0,Small Business,Male,2,14.0
202402,29.0,Small Business,Male,2,8.0
204120,23.0,Salaried,Male,3,12.0
202783,28.0,Small Business,Female,3,15.0
202885,43.0,Salaried,Male,4,12.0
203766,47.0,Salaried,Male,3,9.0
200061,38.0,Salaried,Female,2,35.0
202138,28.0,Small Business,Female,3,15.0
201632,28.0,Small Business,Male,2,27.0
203591,50.0,Salaried,Female,3,32.0
201016,31.0,Salaried,Female,2,14.0
204562,38.0,Small Business,Female,3,28.0
201878,52.0,Salaried,Female,1,10.0
203972,32.0,Salaried,Male,3,14.0
202062,47.0,Salaried,Female,2,8.0
203387,47.0,Salaried,Female,3,7.0
202085,27.0,Small Business,Male,2,9.0
200837,40.0,Small Business,Fe Male,2,15.0
202774,44.0,Salaried,Female,3,17.0
200035,43.0,Small Business,Female,3,8.0
200817,36.0,Salaried,Male,3,24.0
204285,30.0,Salaried,Male,3,30.0
203081,33.0,Salaried,Male,4,7.0
204632,46.0,Salaried,Male,3,30.0
203492,35.0,Salaried,Male,3,10.0
204255,39.0,Salaried,Male,4,22.0
204652,40.0,Salaried,Female,4,7.0
203615,41.0,Salaried,Male,4,14.0
201060,24.0,Small Business,Male,2,15.0
201343,29.0,Salaried,Male,2,13.0
203325,33.0,Salaried,Fe Male,3,9.0
201322,46.0,Salaried,Male,2,8.0
201828,36.0,Small Business,Female,2,6.0
201668,38.0,Salaried,Male,2,8.0
202444,42.0,Salaried,Fe Male,4,7.0
201524,37.62226512226512,Small Business,Female,2,29.0
204586,43.0,Small Business,Fe Male,4,21.0
200959,40.0,Salaried,Male,3,
204138,32.0,Small Business,Male,3,7.0
201898,47.0,Small Business,Female,3,8.0
201910,34.0,Salaried,Female,2,29.0
202879,34.0,Small Business,Male,3,22.0
203621,51.0,Salaried,Female,3,24.0
202328,53.0,Small Business,Female,2,13.0
203366,45.0,Salaried,Male,4,11.0
201568,58.0,Small Business,Male,2,16.0
204449,42.0,Salaried,Male,4,17.0
204537,31.0,Salaried,Male,4,12.0
202671,30.0,Small Business,Female,3,7.0
201152,21.0,Small Business,Male,3,11.0
201166,48.0,Small Business,Male,2,10.0
204206,32.0,Small Business,Female,3,12.0
201319,32.0,Small Business,Male,3,
200458,40.0,Salaried,Male,2,34.0
204685,55.0,Salaried,Female,3,9.0
202622,47.0,Small Business,Female,4,7.0
200544,47.0,Small Business,Female,2,9.0
202654,33.0,Small Business,Male,3,11.0
202734,50.0,Salaried,Female,3,17.0
202093,37.62226512226512,Salaried,Male,3,11.0
200422,19.0,Large Business,Male,2,8.0
203585,31.0,Small Business,Male,3,14.0
204807,30.0,Salaried,Female,4,8.0
200313,33.0,Salaried,Female,3,11.0
202814,22.0,Salaried,Female,3,19.0
202707,47.0,Large Business,Female,4,9.0
200321,31.0,Small Business,Male,3,13.0
203484,41.0,Small Business,Male,3,15.0
200547,42.0,Small Business,Male,2,25.0
203430,40.0,Salaried,Male,3,28.0
201952,31.0,Small Business,Male,2,
202394,37.62226512226512,Salaried,Female,2,8.0
202327,44.0,Salaried,Male,3,16.0
200749,52.0,Small Business,Female,2,8.0
204001,52.0,Salaried,Male,4,16.0
203982,36.0,Small Business,Male,4,7.0
200818,31.0,Salaried,Male,3,26.0
201817,47.0,Small Business,Male,3,10.0
202293,29.0,Salaried,Female,3,16.0
203335,45.0,Salaried,Female,4,9.0
201333,46.0,Salaried,Female,3,16.0
202692,38.0,Small Business,Female,3,7.0
200606,34.0,Salaried,Female,3,22.0
201889,30.0,Salaried,Male,2,9.0
203839,32.0,Small Business,Male,4,33.0
204616,31.0,Salaried,Male,4,15.0
202213,59.0,Salaried,Female,3,8.0
202600,52.0,Small Business,Male,3,14.0
203264,36.0,Small Business,Male,3,18.0
204631,28.0,Large Business,Female,3,23.0
203670,33.0,Salaried,Male,3,17.0
200199,38.0,Large Business,Male,2,35.0
202659,42.0,Salaried,Female,4,13.0
200115,37.0,Salaried,Male,2,9.0
201236,36.0,Small Business,Male,3,19.0
203256,44.0,Salaried,Female,3,34.0
203705,39.0,Small Business,Male,3,25.0
200177,19.0,Salaried,Male,2,8.0
201280,37.62226512226512,Salaried,Male,2,14.0
203804,32.0,Small Business,Female,4,11.0
200492,48.0,Salaried,Female,2,6.0
204884,28.0,Salaried,Male,4,31.0
202207,41.0,Small Business,Female,2,13.0
202711,26.0,Salaried,Male,3,12.0
203155,30.0,Salaried,Female,4,17.0
203274,42.0,Salaried,Male,3,19.0
203527,41.0,Salaried,Male,3,16.0
204504,34.0,Small Business,Male,3,14.0
201428,32.0,Small Business,Male,3,6.0
201001,37.62226512226512,Small Business,Female,3,17.0
203516,30.0,Salaried,Female,4,9.0
203638,48.0,Salaried,Female,3,9.0
200874,37.62226512226512,Salaried,Male,2,13.0
204549,36.0,Salaried,Female,4,16.0
200018,53.0,Salaried,Female,3,8.0
204044,44.0,Small Business,Female,4,35.0
201621,35.0,Small Business,Male,3,6.0
201059,35.0,Salaried,Male,3,13.0
200639,37.62226512226512,Large Business,Female,2,6.0
201250,29.0,Salaried,Male,3,6.0
201086,50.0,Small Business,Male,2,28.0
202994,24.0,Small Business,Male,3,16.0
201510,35.0,Salaried,Male,3,10.0
203861,32.0,Salaried,Male,3,9.0
201180,36.0,Salaried,Male,3,13.0
204218,40.0,Small Business,Male,3,7.0
202669,60.0,Salaried,Male,4,10.0
200178,46.0,Small Business,Female,3,6.0
204456,39.0,Salaried,Fe Male,3,7.0
201654,53.0,Small Business,Female,2,
201561,51.0,Small Business,Male,3,27.0
203019,55.0,Small Business,Female,4,26.0
202224,33.0,Salaried,Female,2,14.0
202398,44.0,Large Business,Male,3,7.0
202162,32.0,Small Business,Female,3,9.0
200322,32.0,Small Business,Female,3,8.0
202464,25.0,Salaried,Female,4,18.0
200756,37.62226512226512,Small Business,Female,3,35.0
201995,24.0,Salaried,Female,3,
200363,33.0,Small Business,Female,2,11.0
203727,29.0,Salaried,Male,3,7.0
200104,37.0,Salaried,Male,3,8.0
200477,50.0,Small Business,Male,2,9.0
203207,35.0,Salaried,Female,3,17.0
203483,35.0,Large Business,Female,3,16.0
200679,31.0,Small Business,Female,2,26.0
203185,43.0,Small Business,Male,3,12.0
204316,31.0,Large Business,Fe Male,3,19.0
202677,51.0,Small Business,Female,4,7.0
203617,37.0,Salaried,Female,3,12.0
201283,28.0,Salaried,Male,2,6.0
202217,38.0,Salaried,Male,2,9.0
201992,37.0,Salaried,Male,3,
201052,30.0,Large Business,Male,3,13.0
200219,54.0,Small Business,Female,2,9.0
201602,31.0,Salaried,Female,3,
202524,31.0,Salaried,Male,3,7.0
200511,36.0,Small Business,Male,2,15.0
201146,34.0,Salaried,Male,2,
203978,37.0,Large Business,Female,3,15.0
204019,60.0,Salaried,Female,3,9.0
201484,28.0,Salaried,Male,2,30.0
201070,28.0,Salaried,Male,2,
201372,39.0,Small Business,Male,2,15.0
204607,37.0,Salaried,Male,3,10.0
201560,40.0,Salaried,Male,3,6.0
201551,35.0,Small Business,Male,1,6.0
204863,40.0,Salaried,Male,4,14.0
204441,33.0,Small Business,Male,3,17.0
200381,30.0,Large Business,Male,3,8.0
203455,37.0,Small Business,Fe Male,3,10.0
202273,34.0,Salaried,Male,2,9.0
200533,40.0,Salaried,Male,2,11.0
201074,33.0,Salaried,Male,3,14.0
203444,53.0,Salaried,Female,3,15.0
200048,46.0,Small Business,Male,3,11.0
203852,24.0,Salaried,Male,4,19.0
204387,50.0,Salaried,Male,3,25.0
201318,37.62226512226512,Small Business,Male,2,26.0
202250,28.0,Large Business,Male,3,30.0
203275,32.0,Small Business,Male,4,22.0
201063,29.0,Salaried,Male,3,25.0
203882,24.0,Small Business,Male,3,16.0
201604,26.0,Salaried,Female,3,31.0
201840,21.0,Salaried,Female,2,18.0
203131,37.0,Small Business,Male,4,9.0
204367,27.0,Salaried,Female,3,24.0
202998,28.0,Small Business,Fe Male,3,14.0
204552,26.0,Small Business,Male,3,11.0
201309,26.0,Small Business,Male,2,
201812,31.0,Small Business,Female,2,13.0
200430,35.0,Salaried,Male,2,28.0
204710,26.0,Large Business,Male,3,11.0
201061,24.0,Salaried,Female,3,19.0
204745,32.0,Small Business,Male,4,22.0
204471,36.0,Salaried,Female,4,9.0
202541,29.0,Small Business,Male,3,11.0
203636,50.0,Small Business,Female,4,23.0
201042,44.0,Salaried,Male,2,11.0
201064,30.0,Salaried,Male,2,6.0
204329,35.0,Small Business,Female,3,13.0
204243,48.0,Salaried,Male,3,12.0
203792,41.0,Salaried,Male,4,7.0
203528,35.0,Large Business,Male,4,7.0
202878,32.0,Salaried,Male,3,16.0
204190,36.0,Salaried,Female,4,29.0
200632,42.0,Small Business,Male,2,8.0
200431,37.62226512226512,Salaried,Female,2,14.0
201385,34.0,Small Business,Male,2,19.0
202300,41.0,Salaried,Male,2,
203406,52.0,Salaried,Male,3,12.0
204417,35.0,Salaried,Male,3,7.0
202196,37.62226512226512,Salaried,Female,3,6.0
201245,24.0,Small Business,Male,2,16.0
204383,33.0,Salaried,Male,3,18.0
204672,60.0,Large Business,Male,4,7.0
204363,40.0,Salaried,Female,3,15.0
201316,43.0,Salaried,Male,3,8.0
203481,46.0,Large Business,Male,3,36.0
203047,46.0,Salaried,Female,4,9.0
204689,44.0,Small Business,Male,4,32.0
201263,42.0,Small Business,Male,2,18.0
203501,30.0,Large Business,Fe Male,3,20.0
200776,20.0,Small Business,Female,2,15.0
203242,34.0,Small Business,Male,3,32.0
202216,41.0,Salaried,Female,2,13.0
203084,25.0,Salaried,Male,3,11.0
204108,46.0,Small Business,Male,4,9.0
203611,36.0,Small Business,Male,3,22.0
201588,36.0,Salaried,Female,2,9.0
202175,39.0,Salaried,Male,2,8.0
202362,19.0,Small Business,Female,3,16.0
200752,36.0,Salaried,Female,2,22.0
202411,30.0,Small Business,Female,3,
200803,34.0,Salaried,Male,2,9.0
204270,43.0,Salaried,Male,4,9.0
203124,37.0,Salaried,Male,4,14.0
200689,20.0,Large Business,Male,2,10.0
202011,36.0,Salaried,Female,3,14.0
201043,53.0,Small Business,Male,2,8.0
204123,47.0,Small Business,Male,4,7.0
204578,37.0,Salaried,Male,4,21.0
203266,35.0,Salaried,Male,4,9.0
202274,48.0,Small Business,Male,2,6.0
200301,18.0,Small Business,Female,3,16.0
202057,52.0,Salaried,Female,2,17.0
202796,49.0,Small Business,Female,4,36.0
203881,40.0,Salaried,Male,3,16.0
200253,42.0,Salaried,Female,2,23.0
202102,42.0,Small Business,Male,2,8.0
201448,41.0,Salaried,Male,2,9.0
200741,42.0,Small Business,Male,2,11.0
202095,45.0,Small Business,Male,3,15.0
203586,46.0,Small Business,Fe Male,3,12.0
201069,28.0,Salaried,Male,3,6.0
201159,39.0,Small Business,Female,2,10.0
201338,30.0,Small Business,Male,2,15.0
203054,28.0,Large Business,Male,3,12.0
200401,56.0,Salaried,Female,2,12.0
204427,21.0,Small Business,Male,3,
200314,39.0,Small Business,Male,2,16.0
200945,50.0,Salaried,Female,2,34.0
203991,46.0,Salaried,Male,3,13.0
201460,37.62226512226512,Small Business,Female,3,34.0
200367,50.0,Large Business,Male,3,16.0
203312,29.0,Small Business,Male,4,26.0
201755,37.0,Salaried,Female,2,6.0
204833,60.0,Salaried,Female,3,21.0
202569,27.0,Salaried,Female,3,13.0
203876,38.0,Salaried,Female,3,17.0
200332,54.0,Salaried,Female,2,
203720,38.0,Small Business,Male,3,16.0
203203,46.0,Small Business,Male,3,31.0
203467,57.0,Salaried,Female,3,7.0
202670,38.0,Small Business,Male,3,11.0
203374,52.0,Small Business,Female,3,13.0
201676,22.0,Salaried,Male,2,11.0
204321,46.0,Salaried,Male,4,17.0
204176,33.0,Large Business,Male,3,9.0
201899,46.0,Salaried,Male,2,8.0
200516,23.0,Small Business,Male,2,10.0
203404,42.0,Small Business,Female,4,7.0
204294,25.0,Small Business,Female,4,17.0
202657,52.0,Salaried,Male,3,15.0
202417,52.0,Small Business,Female,3,13.0
200315,43.0,Salaried,Female,2,16.0
200895,31.0,Small Business,Male,3,17.0
204629,34.0,Salaried,Female,3,7.0
201302,35.0,Small Business,Male,3,29.0
200705,39.0,Salaried,Male,2,8.0
203355,26.0,Salaried,Male,4,
204280,42.0,Small Business,Male,3,11.0
203178,23.0,Salaried,Male,4,15.0
203682,24.0,Small Business,Female,3,11.0
204056,39.0,Large Business,Female,3,10.0
203209,39.0,Salaried,Male,3,10.0
202544,38.0,Salaried,Male,4,13.0
200026,37.62226512226512,Salaried,Female,3,22.0
204381,38.0,Small Business,Male,4,16.0
203761,28.0,Salaried,Female,3,12.0
204525,36.0,Salaried,Male,3,14.0
201196,41.0,Salaried,Male,3,29.0
201883,42.0,Large Business,Female,2,
201888,26.0,Salaried,Female,2,29.0
204006,31.0,Small Business,Female,4,11.0
203980,37.0,Salaried,Male,4,18.0
204717,35.0,Salaried,Male,3,10.0
204089,57.0,Salaried,Female,4,15.0
201757,38.0,Salaried,Male,2,29.0
202952,36.0,Salaried,Male,3,13.0
203823,28.0,Salaried,Female,3,29.0
200368,40.0,Small Business,Male,3,28.0
201095,33.0,Salaried,Male,3,34.0
200888,35.0,Small Business,Female,3,14.0
201939,32.0,Salaried,Male,2,
203645,24.0,Small Business,Male,4,15.0
202375,29.0,Large Business,Female,2,13.0
201548,37.0,Small Business,Male,1,13.0
202538,33.0,Small Business,Male,3,13.0
200655,33.0,Salaried,Male,2,9.0
204591,50.0,Salaried,Female,3,15.0
201848,34.0,Small Business,Male,3,25.0
204512,29.0,Small Business,Male,3,9.0
203924,36.0,Small Business,Male,3,23.0
203143,53.0,Salaried,Male,4,7.0
201951,37.62226512226512,Salaried,Male,2,6.0
201653,37.62226512226512,Small Business,Male,2,6.0
202191,50.0,Salaried,Male,3,30.0
202714,56.0,Small Business,Male,3,7.0
203590,35.0,Salaried,Male,3,17.0
201240,39.0,Salaried,Male,3,6.0
201876,52.0,Small Business,Male,2,9.0
200659,28.0,Small Business,Male,3,11.0
204682,41.0,Small Business,Male,4,33.0
202991,43.0,Small Business,Male,3,26.0
202525,36.0,Small Business,Male,2,7.0
204606,33.0,Small Business,Female,4,10.0
203997,39.0,Small Business,Female,4,13.0
204274,58.0,Small Business,Male,3,7.0
202370,37.62226512226512,Large Business,Male,2,9.0
201066,37.62226512226512,Small Business,Female,2,10.0
200584,42.0,Salaried,Male,3,14.0
201332,29.0,Salaried,Male,3,30.0
201038,48.0,Small Business,Male,3,13.0
203854,41.0,Small Business,Female,4,9.0
204187,38.0,Small Business,Male,4,13.0
200110,51.0,Small Business,Female,1,6.0
203066,33.0,Salaried,Male,4,20.0
201530,32.0,Small Business,Male,2,6.0
203485,29.0,Small Business,Male,3,12.0
202792,43.0,Salaried,Female,3,30.0
202420,31.0,Salaried,Male,2,28.0
203276,38.0,Small Business,Female,3,32.0
202441,51.0,Salaried,Female,3,16.0
204308,32.0,Small Business,Female,3,14.0
200820,35.0,Small Business,Male,2,17.0
204301,41.0,Small Business,Female,3,9.0
202757,34.0,Salaried,Female,4,12.0
203038,30.0,Salaried,Male,3,30.0
202765,32.0,Small Business,Male,4,14.0
203012,56.0,Small Business,Male,4,9.0
200039,33.0,Salaried,Female,2,6.0
201187,38.0,Salaried,Male,2,
201272,37.62226512226512,Salaried,Female,2,12.0
201741,47.0,Salaried,Male,2,35.0
204373,42.0,Salaried,Fe Male,4,9.0
204136,38.0,Salaried,Male,3,18.0
200429,46.0,Salaried,Male,2,8.0
203461,28.0,Salaried,Male,4,18.0
200258,51.0,Salaried,Male,3,6.0
203070,33.0,Small Business,Female,4,15.0
202164,33.0,Salaried,Female,2,6.0
203813,29.0,Small Business,Fe Male,3,20.0
204134,37.0,Salaried,Male,4,12.0
204077,58.0,Salaried,Male,3,31.0
201447,36.0,Small Business,Male,2,21.0
200809,28.0,Small Business,Female,3,9.0
202404,25.0,Salaried,Male,2,15.0
203938,35.0,Small Business,Male,3,13.0
