CUSTOMER_ID,AGE,OCCUPATION,GENDER,FAMILY_SIZE,DURATION_OF_STAY,PACKAGE_CHOSEN
200143,30.0,1,1,3,24.0,Basic
200144,32.0,2,0,2,15.490834591330602,Deluxe
200145,30.0,3,1,2,11.0,Basic
200146,30.0,2,0,2,8.0,Basic
200147,41.0,1,0,3,16.0,Super Deluxe
200148,41.0,1,0,3,15.0,Basic
200149,19.0,2,1,3,9.0,Basic
200150,40.0,2,1,2,32.0,Deluxe
200151,35.0,2,0,3,6.0,Standard
200152,53.0,2,0,2,12.0,Deluxe
200153,45.0,1,0,2,15.0,Deluxe
200154,32.0,2,1,2,14.0,Standard
200155,29.0,3,0,2,15.490834591330602,Deluxe
200156,51.0,2,0,2,13.0,Deluxe
200157,58.0,2,1,3,15.0,Basic
200158,40.0,2,0,3,10.0,Standard
200159,34.0,2,1,3,8.0,Basic
200160,22.0,2,0,3,25.0,Basic
200161,27.0,2,0,2,15.0,Basic
200162,28.0,2,0,2,27.0,Basic
200163,57.0,1,0,2,30.0,Standard
200164,27.0,2,0,3,9.0,Basic
200165,50.0,1,1,2,17.0,King
200166,41.0,1,0,2,20.0,Basic
200167,30.0,1,1,2,11.0,Standard
200168,38.0,1,1,2,6.0,Deluxe
200169,32.0,1,0,2,12.0,Basic
200170,27.0,3,0,2,23.0,Basic
200171,19.0,3,1,3,6.0,Basic
200172,36.0,2,0,1,9.0,Basic
200173,30.0,2,0,3,15.0,Deluxe
200174,45.0,1,1,1,10.0,Deluxe
200175,56.0,1,1,3,15.490834591330602,Basic
200176,33.0,1,0,2,8.0,Basic
200177,19.0,1,0,2,8.0,Basic
200178,46.0,2,1,3,6.0,Standard
200179,38.0,1,1,3,15.0,Basic
200180,37.62226512226512,2,1,3,18.0,Basic
200181,34.0,2,1,3,33.0,Basic
200182,41.0,2,1,3,26.0,Basic
200183,37.62226512226512,2,0,2,6.0,Basic
200184,53.0,2,1,2,15.490834591330602,Deluxe
200185,33.0,2,1,3,20.0,Basic
200186,40.0,2,1,2,10.0,King
200187,55.0,2,0,3,20.0,King
200188,34.0,1,0,2,8.0,Deluxe
200189,51.0,2,1,3,9.0,Super Deluxe
200190,52.0,1,0,3,6.0,King
200191,27.0,2,1,2,15.0,Basic
200192,35.0,1,0,2,29.0,Deluxe
200193,43.0,2,0,2,13.0,Basic
200194,45.0,2,0,3,8.0,Super Deluxe
200195,37.62226512226512,1,0,3,27.0,Basic
200196,35.0,2,1,2,15.490834591330602,Deluxe
200197,42.0,2,1,2,27.0,Deluxe
200198,38.0,1,0,2,8.0,Deluxe
200199,38.0,3,0,2,35.0,Deluxe
200200,27.0,3,0,2,15.490834591330602,Deluxe
200201,49.0,1,0,3,24.0,Deluxe
200202,37.62226512226512,2,0,2,16.0,Basic
200203,40.0,2,0,2,25.0,Deluxe
200204,38.0,2,0,3,35.0,Deluxe
200205,29.0,2,1,2,33.0,Standard
200206,22.0,1,0,2,11.0,Basic
200207,36.0,2,1,3,24.0,Basic
200208,40.0,1,0,3,15.490834591330602,Deluxe
200209,46.0,2,0,3,6.0,Standard
200210,32.0,2,0,2,10.0,Standard
200211,30.0,1,0,2,6.0,Standard
200212,27.0,1,1,2,26.0,Deluxe
200213,51.0,1,0,2,14.0,Standard
200214,30.0,3,1,2,9.0,Basic
200215,41.0,1,1,3,12.0,Standard
200216,30.0,2,1,2,32.0,Deluxe
200217,29.0,3,0,2,6.0,Basic
200218,45.0,2,1,2,12.0,Standard
200219,54.0,2,1,2,9.0,Deluxe
200220,36.0,1,0,3,11.0,Deluxe
200221,33.0,2,1,2,10.0,Basic
200222,37.0,1,0,2,17.0,Standard
200223,38.0,1,0,3,9.0,Standard
200224,31.0,2,0,2,15.490834591330602,Deluxe
200225,59.0,1,0,3,9.0,Basic
200226,37.0,2,0,2,10.0,Basic
200227,29.0,2,1,2,6.0,Standard
200228,35.0,2,1,3,6.0,Standard
200229,29.0,2,0,2,24.0,Basic
200230,52.0,1,1,2,8.0,Basic
200231,42.0,3,0,2,10.0,King
200232,59.0,2,0,2,12.0,Basic
200233,50.0,2,1,3,6.0,King
200234,33.0,2,0,2,20.0,Basic
200235,43.0,2,1,3,22.0,Super Deluxe
200236,33.0,1,1,2,8.0,Basic
200237,52.0,1,0,3,8.0,King
200238,37.62226512226512,1,1,2,10.0,Basic
200239,37.62226512226512,1,0,3,6.0,Basic
200240,39.0,2,1,3,6.0,Basic
200241,32.0,2,0,3,15.490834591330602,Deluxe
200242,41.0,1,0,2,25.0,Deluxe
200243,40.0,3,0,3,30.0,Deluxe
200244,45.0,1,0,3,6.0,King
200245,31.0,2,0,3,9.0,Standard
200246,33.0,1,1,3,11.0,Basic
200247,34.0,1,0,2,8.0,Deluxe
200248,37.62226512226512,2,1,2,6.0,Basic
200249,45.0,1,0,3,13.0,Deluxe
200250,37.0,2,0,3,16.0,Standard
200251,39.0,3,1,3,8.0,Standard
200252,29.0,1,0,2,21.0,Basic
200253,42.0,1,1,2,23.0,Deluxe
200254,29.0,2,0,2,26.0,Deluxe
200255,25.0,1,1,3,15.490834591330602,Deluxe
200256,42.0,2,1,2,8.0,Basic
200257,40.0,2,0,2,8.0,King
200258,51.0,1,0,3,6.0,Basic
200259,37.62226512226512,2,0,3,35.0,Basic
200260,32.0,1,0,3,13.0,Basic
200261,38.0,1,0,2,8.0,Deluxe
200262,32.0,3,0,2,8.0,Deluxe
200263,46.0,3,1,3,8.0,Super Deluxe
200264,37.62226512226512,1,0,3,8.0,Basic
200265,29.0,2,0,3,8.0,Deluxe
200266,31.0,2,0,3,29.0,Deluxe
200267,37.62226512226512,1,0,2,11.0,Deluxe
200268,45.0,2,0,3,26.0,Super Deluxe
200269,36.0,1,0,2,12.0,Basic
200270,55.0,2,0,2,6.0,King
200271,47.0,1,0,2,35.0,Standard
200272,28.0,2,0,3,15.0,Basic
200273,37.0,2,0,3,12.0,Deluxe
200274,21.0,2,0,3,9.0,Basic
200275,37.0,2,1,1,6.0,Standard
200276,35.0,1,1,3,28.0,Standard
200277,38.0,2,1,2,13.0,Deluxe
200278,26.0,1,1,2,6.0,Deluxe
200279,50.0,1,0,3,10.0,King
200280,53.0,2,0,2,9.0,Super Deluxe
200281,42.0,1,0,2,6.0,Deluxe
200282,29.0,1,0,2,15.490834591330602,Deluxe
200283,55.0,3,0,2,26.0,Deluxe
200284,26.0,2,0,2,15.490834591330602,Deluxe
200285,37.0,1,1,2,6.0,Basic
200286,44.0,1,0,2,30.0,Basic
200287,38.0,1,0,2,29.0,Deluxe
200288,26.0,2,0,2,22.0,Basic
200289,28.0,1,1,3,14.0,Basic
200290,49.0,1,1,2,16.0,King
200291,36.0,3,0,1,15.490834591330602,Deluxe
200292,31.0,2,1,2,11.0,Basic
200293,26.0,2,0,2,10.0,Deluxe
200294,37.0,2,0,2,15.0,Basic
200295,42.0,2,1,3,32.0,Super Deluxe
200296,18.0,1,0,2,9.0,Basic
200297,35.0,2,0,3,22.0,Standard
200298,37.62226512226512,1,0,2,24.0,Basic
200299,51.0,2,0,2,8.0,Deluxe
200300,41.0,1,0,2,8.0,Super Deluxe
200301,18.0,2,1,3,16.0,Basic
200302,28.0,2,0,3,22.0,Deluxe
200303,31.0,3,0,3,13.0,Deluxe
200304,39.0,2,0,2,6.0,Standard
200305,36.0,1,1,2,30.0,Deluxe
200306,32.0,1,0,3,13.0,Deluxe
200307,38.0,1,1,2,31.0,Standard
200308,58.0,1,0,2,6.0,Deluxe
200309,31.0,3,0,2,15.490834591330602,Basic
200310,31.0,1,0,3,8.0,Deluxe
200311,45.0,1,0,3,13.0,Standard
200312,31.0,1,0,2,8.0,Basic
200313,33.0,1,1,3,11.0,Standard
200314,39.0,2,0,2,16.0,Super Deluxe
200315,43.0,1,1,2,16.0,Basic
200316,49.0,3,1,2,6.0,Super Deluxe
200317,52.0,2,0,2,14.0,Deluxe
200318,27.0,1,1,2,11.0,Basic
200319,32.0,3,1,3,14.0,Deluxe
200320,27.0,1,0,3,15.490834591330602,Deluxe
200321,31.0,2,0,3,13.0,Deluxe
200322,32.0,2,1,3,8.0,Deluxe
200323,37.62226512226512,2,0,2,8.0,Basic
200324,30.0,2,1,3,34.0,Deluxe
200325,31.0,1,1,2,13.0,Standard
200326,39.0,2,0,2,5.0,King
200327,39.0,2,1,2,9.0,Deluxe
200328,33.0,2,0,2,15.490834591330602,Deluxe
200329,47.0,1,0,2,11.0,King
200330,43.0,1,1,2,16.0,Deluxe
200331,27.0,2,0,3,6.0,Deluxe
200332,54.0,1,1,2,15.490834591330602,Deluxe
200333,43.0,1,1,2,13.0,Standard
200334,37.62226512226512,1,0,3,14.0,Deluxe
200335,40.0,2,0,2,6.0,Deluxe
200336,29.0,1,0,3,14.0,Basic
200337,37.62226512226512,1,0,1,15.0,Basic
200338,30.0,2,1,1,11.0,Deluxe
200339,27.0,2,1,2,14.0,Deluxe
200340,37.0,2,0,3,11.0,Deluxe
200341,38.0,1,0,3,21.0,Standard
200342,31.0,2,1,2,13.0,Standard
200343,29.0,2,1,2,16.0,Deluxe
200344,35.0,3,0,3,11.0,Standard
200345,23.0,1,0,2,32.0,Basic
200346,41.0,2,0,3,12.0,Deluxe
200347,47.0,2,0,2,10.0,Deluxe
200348,42.0,1,1,2,29.0,Super Deluxe
200349,29.0,1,0,3,15.490834591330602,Deluxe
200350,42.0,3,0,2,8.0,Basic
200351,32.0,2,1,3,8.0,Basic
200352,48.0,2,1,3,35.0,Standard
200353,37.0,2,0,2,12.0,Deluxe
200354,30.0,3,1,2,15.490834591330602,Deluxe
200355,26.0,1,0,2,6.0,Deluxe
200356,42.0,1,0,3,8.0,Deluxe
200357,21.0,3,1,2,6.0,Basic
200358,36.0,2,1,2,6.0,Deluxe
200359,36.0,2,0,2,9.0,Standard
200360,57.0,2,0,2,6.0,Deluxe
200361,40.0,1,1,2,16.0,Basic
200362,21.0,2,0,2,15.0,Basic
200363,33.0,2,1,2,11.0,Basic
200364,37.62226512226512,2,1,3,16.0,Basic
200365,46.0,2,1,1,13.0,Deluxe
200366,41.0,2,0,2,10.0,Deluxe
200367,50.0,3,0,3,16.0,Standard
200368,40.0,2,0,3,28.0,Deluxe
200369,31.0,1,0,2,15.0,Basic
200370,21.0,1,1,2,18.0,Basic
200371,29.0,1,0,2,29.0,Basic
200372,35.0,1,0,3,15.0,Deluxe
200373,37.62226512226512,2,0,2,6.0,Basic
200374,28.0,1,0,3,15.0,Deluxe
200375,49.0,1,0,2,13.0,Standard
200376,51.0,1,1,2,20.0,Deluxe
200377,36.0,1,1,3,8.0,Basic
200378,34.0,2,0,3,25.0,Deluxe
200379,55.0,1,1,3,8.0,Super Deluxe
200380,24.0,2,1,3,15.490834591330602,Deluxe
200381,30.0,3,0,3,8.0,Basic
200382,26.0,3,0,3,9.0,Basic
200383,22.0,2,1,2,17.0,Basic
200384,36.0,2,0,3,8.0,Standard
200385,30.0,3,0,2,10.0,Basic
200386,37.0,1,1,3,20.0,Basic
200387,40.0,2,1,2,8.0,Deluxe
200388,42.0,1,1,3,6.0,Basic
200389,37.62226512226512,1,0,2,16.0,Deluxe
200390,43.0,1,0,2,18.0,Super Deluxe
200391,37.62226512226512,2,1,3,8.0,Deluxe
200392,54.0,2,0,2,11.0,King
200393,34.0,2,1,3,10.0,Deluxe
200394,31.0,2,1,2,15.490834591330602,Deluxe
200395,43.0,2,0,3,27.0,Basic
200396,43.0,1,1,3,15.490834591330602,Deluxe
200397,25.0,1,1,2,15.490834591330602,Deluxe
200398,37.0,2,1,3,15.490834591330602,Deluxe
200399,31.0,1,0,3,6.0,Basic
200400,39.0,1,0,2,6.0,King
200401,56.0,1,1,2,12.0,Super Deluxe
200402,30.0,3,1,2,18.0,Deluxe
200403,41.0,2,0,2,6.0,Standard
200404,28.0,2,0,3,15.490834591330602,Deluxe
200405,37.62226512226512,2,0,3,9.0,Basic
200406,52.0,2,0,2,9.0,Standard
200407,45.0,1,0,3,16.0,Basic
200408,52.0,1,1,1,10.0,Super Deluxe
200409,42.0,1,1,3,15.490834591330602,Deluxe
200410,30.0,1,1,2,8.0,Deluxe
200411,60.0,1,1,2,13.0,King
200412,46.0,2,1,2,15.490834591330602,Deluxe
200413,42.0,3,1,2,15.490834591330602,Deluxe
200414,24.0,3,1,3,6.0,Basic
200415,34.0,2,1,2,12.0,Basic
200416,38.0,1,0,2,8.0,Basic
200417,40.0,1,1,3,8.0,King
200418,26.0,1,1,2,29.0,Basic
200419,30.0,1,0,2,9.0,Basic
200420,29.0,2,0,3,9.0,Standard
200421,29.0,3,1,3,31.0,Basic
200422,19.0,3,0,2,8.0,Basic
200423,30.0,1,1,3,28.0,Standard
200424,57.0,2,0,2,35.0,Super Deluxe
200425,50.0,1,0,2,35.0,Super Deluxe
200426,30.0,2,1,2,8.0,Basic
200427,60.0,2,1,3,34.0,Standard
200428,47.0,2,1,3,8.0,Deluxe
200429,46.0,1,0,2,8.0,Super Deluxe
200430,35.0,1,0,2,28.0,Basic
200431,37.62226512226512,1,1,2,14.0,Deluxe
200432,34.0,1,0,3,8.0,Basic
200433,46.0,2,1,3,16.0,Standard
200434,31.0,1,0,2,15.0,Standard
200435,33.0,2,0,2,21.0,Standard
200436,37.62226512226512,2,0,2,16.0,Basic
200437,30.0,2,0,2,13.0,Basic
200438,35.0,1,0,3,22.0,Standard
200439,31.0,1,0,3,26.0,Standard
200440,34.0,1,1,2,29.0,Standard
200441,42.0,1,0,3,11.0,Basic
200442,36.0,2,0,2,16.0,Standard
200443,37.62226512226512,3,0,2,10.0,Basic
200444,37.62226512226512,2,1,2,8.0,Deluxe
200445,55.0,1,1,2,24.0,Super Deluxe
200446,41.0,1,0,2,16.0,Deluxe
200447,35.0,2,0,2,15.490834591330602,Deluxe
200448,40.0,1,1,3,12.0,Super Deluxe
200449,37.62226512226512,1,1,2,14.0,Basic
200450,31.0,1,0,3,8.0,Deluxe
200451,42.0,2,0,2,30.0,Standard
200452,45.0,1,0,3,15.490834591330602,Deluxe
200453,26.0,1,1,2,23.0,Basic
200454,29.0,3,0,2,15.490834591330602,Deluxe
200455,33.0,2,1,3,6.0,Super Deluxe
200456,31.0,1,0,2,13.0,Standard
200457,18.0,2,0,3,11.0,Basic
200458,40.0,1,0,2,34.0,Standard
200459,41.0,1,1,3,8.0,Deluxe
200460,26.0,2,0,2,15.490834591330602,Deluxe
200461,35.0,2,1,3,15.490834591330602,Deluxe
200462,34.0,1,0,3,27.0,Deluxe
200463,26.0,3,0,3,30.0,Basic
200464,37.0,3,1,2,6.0,Standard
200465,46.0,2,1,2,24.0,Standard
200466,41.0,1,1,3,8.0,Super Deluxe
200467,37.0,2,0,3,15.0,Standard
200468,52.0,3,0,3,12.0,Deluxe
200469,32.0,1,0,2,15.490834591330602,Deluxe
200470,24.0,2,0,2,30.0,Basic
200471,38.0,2,1,3,16.0,Deluxe
200472,37.0,1,1,3,6.0,Deluxe
200473,49.0,1,0,2,24.0,King
200474,24.0,2,0,2,29.0,Basic
200475,26.0,2,0,3,34.0,Deluxe
200476,24.0,1,0,3,23.0,Basic
200477,50.0,2,0,2,9.0,King
200478,25.0,2,0,2,19.0,Basic
200479,24.0,1,1,2,13.0,Basic
200480,30.0,1,0,3,18.0,Basic
200481,37.62226512226512,1,0,2,6.0,Basic
200482,31.0,2,0,2,19.0,Deluxe
200483,37.62226512226512,1,0,2,31.0,Deluxe
200484,31.0,2,0,3,12.0,Deluxe
200485,27.0,2,1,3,12.0,Basic
200486,37.0,2,0,3,8.0,Deluxe
200487,20.0,1,1,2,6.0,Basic
200488,37.62226512226512,1,1,2,8.0,Deluxe
200489,43.0,1,0,2,12.0,Super Deluxe
200490,38.0,1,1,2,6.0,Basic
200491,43.0,2,0,3,15.0,Deluxe
200492,48.0,1,1,2,6.0,Super Deluxe
200493,44.0,1,1,2,6.0,Deluxe
200494,34.0,3,1,2,20.0,Basic
200495,27.0,2,0,2,8.0,Basic
200496,37.62226512226512,3,0,2,28.0,Basic
200497,44.0,1,0,2,9.0,King
200498,22.0,2,0,3,12.0,Basic
200499,33.0,2,0,2,14.0,Deluxe
200500,32.0,1,1,3,15.0,Deluxe
200501,30.0,2,1,3,9.0,Basic
200502,53.0,2,1,2,6.0,Deluxe
200503,34.0,1,0,2,6.0,Basic
200504,45.0,1,1,3,15.490834591330602,Deluxe
200505,26.0,1,1,3,12.0,Basic
200506,37.0,1,0,2,9.0,Standard
200507,29.0,2,1,3,9.0,Deluxe
200508,35.0,1,0,2,12.0,Deluxe
200509,33.0,1,0,1,12.0,Deluxe
200510,54.0,2,0,2,25.0,Standard
200511,36.0,2,0,2,15.0,Deluxe
200512,27.0,2,0,2,9.0,Basic
200513,20.0,2,0,2,16.0,Basic
200514,33.0,1,0,3,9.0,Basic
200515,35.0,1,0,2,9.0,Basic
200516,23.0,2,0,2,10.0,Basic
200517,25.0,1,0,2,15.490834591330602,Deluxe
200518,37.62226512226512,2,1,2,13.0,Deluxe
200519,29.0,1,0,3,6.0,Basic
200520,48.0,2,0,2,8.0,Deluxe
200521,27.0,2,1,3,15.490834591330602,Deluxe
200522,37.0,1,0,3,15.490834591330602,Basic
200523,50.0,2,0,3,34.0,Basic
200524,34.0,2,1,2,15.0,Standard
200525,24.0,1,1,3,15.490834591330602,Deluxe
200526,39.0,3,1,3,15.490834591330602,Deluxe
200527,32.0,2,0,2,16.0,Deluxe
200528,50.0,3,0,2,14.0,Deluxe
200529,38.0,1,1,2,6.0,Deluxe
200530,27.0,1,1,3,6.0,Standard
200531,32.0,1,1,2,9.0,Standard
200532,47.0,2,0,2,20.0,Deluxe
200533,40.0,1,0,2,11.0,Standard
200534,53.0,1,0,2,13.0,Super Deluxe
200535,41.0,1,0,3,16.0,King
200536,60.0,2,0,2,22.0,Deluxe
200537,27.0,1,0,2,16.0,Standard
200538,41.0,1,0,2,6.0,King
200539,37.62226512226512,2,0,2,14.0,Basic
200540,28.0,1,1,3,6.0,Basic
200541,36.0,1,1,3,14.0,Standard
200542,38.0,1,1,2,6.0,Standard
200543,37.62226512226512,2,0,2,30.0,Basic
200544,47.0,2,1,2,9.0,Super Deluxe
200545,30.0,2,0,2,33.0,Deluxe
200546,29.0,1,0,2,16.0,Basic
200547,42.0,2,0,2,25.0,Basic
200548,43.0,1,0,2,21.0,Deluxe
200549,34.0,2,1,3,14.0,Deluxe
200550,23.0,2,0,2,15.0,Basic
200551,39.0,1,1,2,9.0,Deluxe
200552,56.0,2,0,2,15.0,Super Deluxe
200553,40.0,2,1,2,8.0,Basic
200554,27.0,2,1,2,13.0,Deluxe
200555,29.0,2,0,2,16.0,Basic
200556,53.0,1,0,2,12.0,Deluxe
200557,35.0,1,1,3,8.0,Deluxe
200558,32.0,1,0,3,30.0,Deluxe
200559,38.0,2,0,3,8.0,Basic
200560,34.0,1,1,2,14.0,Deluxe
200561,52.0,2,0,2,9.0,Super Deluxe
200562,33.0,1,0,3,6.0,Basic
200563,25.0,2,1,2,32.0,Deluxe
200564,45.0,3,0,2,8.0,Deluxe
200565,37.62226512226512,2,0,3,16.0,Basic
200566,47.0,1,1,3,33.0,Deluxe
200567,34.0,1,0,2,8.0,Deluxe
200568,55.0,2,0,3,8.0,King
200569,36.0,1,0,3,14.0,Standard
200570,52.0,2,0,2,15.490834591330602,Basic
200571,26.0,1,1,3,15.490834591330602,Basic
200572,29.0,2,1,3,15.490834591330602,Deluxe
200573,26.0,3,0,2,14.0,Deluxe
200574,34.0,1,1,3,6.0,Basic
200575,54.0,2,1,3,25.0,Deluxe
200576,27.0,2,0,2,15.490834591330602,Deluxe
200577,37.0,1,1,2,16.0,Basic
200578,38.0,1,1,3,8.0,Deluxe
200579,34.0,2,1,2,15.490834591330602,Basic
200580,35.0,1,1,3,14.0,Basic
200581,37.62226512226512,1,0,2,6.0,Basic
200582,40.0,2,1,2,15.490834591330602,Deluxe
200583,34.0,1,1,3,14.0,Deluxe
200584,42.0,1,0,3,14.0,King
200585,23.0,1,0,3,12.0,Basic
200586,24.0,1,0,2,15.0,Basic
200587,52.0,1,1,2,17.0,Deluxe
200588,50.0,2,0,3,8.0,Super Deluxe
200589,29.0,1,1,2,6.0,Basic
200590,33.0,2,0,2,13.0,Standard
200591,33.0,2,1,3,22.0,Deluxe
200592,47.0,1,1,2,8.0,Super Deluxe
200593,36.0,1,1,2,6.0,Deluxe
200594,29.0,1,0,2,29.0,Basic
200595,58.0,1,0,2,8.0,King
200596,35.0,1,1,2,6.0,Basic
200597,42.0,1,1,2,6.0,Deluxe
200598,28.0,2,0,2,15.490834591330602,Basic
200599,36.0,1,0,2,19.0,Basic
200600,32.0,1,1,3,10.0,Deluxe
200601,40.0,2,0,2,22.0,Deluxe
200602,30.0,2,1,2,8.0,Deluxe
200603,45.0,1,1,3,8.0,Basic
200604,42.0,1,0,3,15.490834591330602,Deluxe
200605,38.0,1,0,2,18.0,Deluxe
200606,34.0,1,1,3,22.0,Basic
200607,49.0,2,1,2,17.0,Standard
200608,55.0,2,0,2,8.0,Deluxe
200609,43.0,1,0,3,20.0,Super Deluxe
200610,27.0,3,0,2,11.0,Standard
200611,35.0,1,0,2,13.0,Standard
200612,28.0,2,1,2,15.490834591330602,Deluxe
200613,37.62226512226512,1,0,2,9.0,Basic
